x,y,z
6433469.8951308,2028296.7045841,147.61674499512
6434469.8951308,2028296.7045841,147.72520446777
6435469.8951308,2028296.7045841,147.40476989746
6436469.8951308,2028296.7045841,146.88372802734
6437469.8951308,2028296.7045841,146.15043640137
6438469.8951308,2028296.7045841,145.16282653809
6439469.8951308,2028296.7045841,144.02124023438
6440469.8951308,2028296.7045841,142.78082275391
6441469.8951308,2028296.7045841,141.40199279785
6442469.8951308,2028296.7045841,140.23017883301
6443469.8951308,2028296.7045841,138.6743927002
6444469.8951308,2028296.7045841,137.04759216309
6445469.8951308,2028296.7045841,135.25537109375
6446469.8951308,2028296.7045841,133.4766998291
6447469.8951308,2028296.7045841,131.9172668457
6448469.8951308,2028296.7045841,129.89755249023
6449469.8951308,2028296.7045841,127.82056427002
6450469.8951308,2028296.7045841,125.84197998047
6451469.8951308,2028296.7045841,124.08612060547
6452469.8951308,2028296.7045841,123.00021362305
6453469.8951308,2028296.7045841,121.91326904297
6454469.8951308,2028296.7045841,121.30084228516
6455469.8951308,2028296.7045841,121.28324890137
6456469.8951308,2028296.7045841,121.49835205078
6457469.8951308,2028296.7045841,121.87467956543
6458469.8951308,2028296.7045841,122.62536621094
6459469.8951308,2028296.7045841,123.59219360352
6460469.8951308,2028296.7045841,124.69255065918
6461469.8951308,2028296.7045841,125.95753479004
6462469.8951308,2028296.7045841,126.99512481689
6463469.8951308,2028296.7045841,128.47116088867
6464469.8951308,2028296.7045841,130.01608276367
6465469.8951308,2028296.7045841,131.73626708984
6466469.8951308,2028296.7045841,133.5147857666
6467469.8951308,2028296.7045841,134.93826293945
6468469.8951308,2028296.7045841,136.83639526367
6469469.8951308,2028296.7045841,138.87493896484
6470469.8951308,2028296.7045841,140.98164367676
6471469.8951308,2028296.7045841,143.11468505859
6472469.8951308,2028296.7045841,144.47940063477
6473469.8951308,2028296.7045841,146.59266662598
6474469.8951308,2028296.7045841,148.6337890625
6475469.8951308,2028296.7045841,150.72898864746
6476469.8951308,2028296.7045841,152.83660888672
6477469.8951308,2028296.7045841,154.64233398438
6478469.8951308,2028296.7045841,156.96603393555
6479469.8951308,2028296.7045841,159.48634338379
6480469.8951308,2028296.7045841,162.11405944824
6481469.8951308,2028296.7045841,164.75798034668
6482469.8951308,2028296.7045841,166.85321044922
6483469.8951308,2028296.7045841,169.19548034668
6484469.8951308,2028296.7045841,171.12202453613
6485469.8951308,2028296.7045841,172.45587158203
6486469.8951308,2028296.7045841,173.08760070801
6487469.8951308,2028296.7045841,173.27542114258
6488469.8951308,2028296.7045841,172.70350646973
6489469.8951308,2028296.7045841,171.73284912109
6490469.8951308,2028296.7045841,170.82543945313
6491469.8951308,2028296.7045841,172.02632141113
6492469.8951308,2028296.7045841,173.93701171875
6493469.8951308,2028296.7045841,176.69953918457
6494469.8951308,2028296.7045841,180.06512451172
6495469.8951308,2028296.7045841,183.20887756348
6496469.8951308,2028296.7045841,185.99894714355
6497469.8951308,2028296.7045841,188.3565826416
6498469.8951308,2028296.7045841,189.78381347656
6499469.8951308,2028296.7045841,190.76872253418
6500469.8951308,2028296.7045841,191.16711425781
6501469.8951308,2028296.7045841,192.69216918945
6502469.8951308,2028296.7045841,197.76081848145
6503469.8951308,2028296.7045841,205.20947265625
6504469.8951308,2028296.7045841,212.64375305176
6505469.8951308,2028296.7045841,238.55892944336
6506469.8951308,2028296.7045841,263.54959106445
6507469.8951308,2028296.7045841,282.96459960938
6508469.8951308,2028296.7045841,289.93280029297
6509469.8951308,2028296.7045841,291.53479003906
6510469.8951308,2028296.7045841,290.52517700195
6511469.8951308,2028296.7045841,290.66122436523
6512469.8951308,2028296.7045841,294.07763671875
6513469.8951308,2028296.7045841,298.61511230469
6514469.8951308,2028296.7045841,305.43579101563
6515469.8951308,2028296.7045841,312.70492553711
6516469.8951308,2028296.7045841,320.06964111328
6517469.8951308,2028296.7045841,327.30429077148
6518469.8951308,2028296.7045841,332.30026245117
6519469.8951308,2028296.7045841,338.21817016602
6520469.8951308,2028296.7045841,339.90045166016
6521469.8951308,2028296.7045841,344.81869506836
6522469.8951308,2028296.7045841,355.88208007813
6523469.8951308,2028296.7045841,357.1989440918
6524469.8951308,2028296.7045841,359.39572143555
6525469.8951308,2028296.7045841,364.07995605469
6526469.8951308,2028296.7045841,369.32330322266
6527469.8951308,2028296.7045841,374.15539550781
6528469.8951308,2028296.7045841,377.36190795898
6529469.8951308,2028296.7045841,381.31964111328
6530469.8951308,2028296.7045841,385.12063598633
6531469.8951308,2028296.7045841,389.13360595703
6532469.8951308,2028296.7045841,393.26284790039
6533469.8951308,2028296.7045841,396.38339233398
6534469.8951308,2028296.7045841,400.29296875
6535469.8951308,2028296.7045841,404.04708862305
6536469.8951308,2028296.7045841,407.54315185547
6537469.8951308,2028296.7045841,410.89965820313
6538469.8951308,2028296.7045841,413.24765014648
6539469.8951308,2028296.7045841,415.90643310547
6540469.8951308,2028296.7045841,418.37847900391
6541469.8951308,2028296.7045841,420.77990722656
6542469.8951308,2028296.7045841,422.85458374023
6543469.8951308,2028296.7045841,424.20199584961
6544469.8951308,2028296.7045841,425.57809448242
6545469.8951308,2028296.7045841,1.70141e+38
6546469.8951308,2028296.7045841,1.70141e+38
6547469.8951308,2028296.7045841,1.70141e+38
6548469.8951308,2028296.7045841,1.70141e+38
6549469.8951308,2028296.7045841,1.70141e+38
6550469.8951308,2028296.7045841,1.70141e+38
6551469.8951308,2028296.7045841,1.70141e+38
6552469.8951308,2028296.7045841,1.70141e+38
6553469.8951308,2028296.7045841,1.70141e+38
6554469.8951308,2028296.7045841,1.70141e+38
6555469.8951308,2028296.7045841,1.70141e+38
6556469.8951308,2028296.7045841,1.70141e+38
6557469.8951308,2028296.7045841,1.70141e+38
6558469.8951308,2028296.7045841,1.70141e+38
6559469.8951308,2028296.7045841,1.70141e+38
6560469.8951308,2028296.7045841,1.70141e+38
6561469.8951308,2028296.7045841,1.70141e+38
6562469.8951308,2028296.7045841,1.70141e+38
6563469.8951308,2028296.7045841,1.70141e+38
6564469.8951308,2028296.7045841,1.70141e+38
6363469.8951308,2027296.7045841,1.70141e+38
6364469.8951308,2027296.7045841,1.70141e+38
6365469.8951308,2027296.7045841,1.70141e+38
6366469.8951308,2027296.7045841,1.70141e+38
6367469.8951308,2027296.7045841,1.70141e+38
6368469.8951308,2027296.7045841,1.70141e+38
6369469.8951308,2027296.7045841,1.70141e+38
6370469.8951308,2027296.7045841,1.70141e+38
6371469.8951308,2027296.7045841,1.70141e+38
6372469.8951308,2027296.7045841,1.70141e+38
6373469.8951308,2027296.7045841,1.70141e+38
6374469.8951308,2027296.7045841,1.70141e+38
6375469.8951308,2027296.7045841,1.70141e+38
6376469.8951308,2027296.7045841,1.70141e+38
6377469.8951308,2027296.7045841,1.70141e+38
6378469.8951308,2027296.7045841,1.70141e+38
6379469.8951308,2027296.7045841,1.70141e+38
6380469.8951308,2027296.7045841,1.70141e+38
6381469.8951308,2027296.7045841,1.70141e+38
6382469.8951308,2027296.7045841,1.70141e+38
6383469.8951308,2027296.7045841,1.70141e+38
6384469.8951308,2027296.7045841,1.70141e+38
6385469.8951308,2027296.7045841,1.70141e+38
6386469.8951308,2027296.7045841,1.70141e+38
6387469.8951308,2027296.7045841,1.70141e+38
6388469.8951308,2027296.7045841,1.70141e+38
6389469.8951308,2027296.7045841,1.70141e+38
6390469.8951308,2027296.7045841,1.70141e+38
6391469.8951308,2027296.7045841,1.70141e+38
6392469.8951308,2027296.7045841,1.70141e+38
6393469.8951308,2027296.7045841,1.70141e+38
6394469.8951308,2027296.7045841,1.70141e+38
6395469.8951308,2027296.7045841,1.70141e+38
6396469.8951308,2027296.7045841,1.70141e+38
6397469.8951308,2027296.7045841,1.70141e+38
6398469.8951308,2027296.7045841,1.70141e+38
6399469.8951308,2027296.7045841,1.70141e+38
6400469.8951308,2027296.7045841,1.70141e+38
6401469.8951308,2027296.7045841,61.421291351318
6402469.8951308,2027296.7045841,59.421974182129
6403469.8951308,2027296.7045841,58.939964294434
6404469.8951308,2027296.7045841,60.196086883545
6405469.8951308,2027296.7045841,62.886016845703
6406469.8951308,2027296.7045841,65.546417236328
6407469.8951308,2027296.7045841,69.503631591797
6408469.8951308,2027296.7045841,73.679420471191
6409469.8951308,2027296.7045841,78.131294250488
6410469.8951308,2027296.7045841,82.594390869141
6411469.8951308,2027296.7045841,85.917839050293
6412469.8951308,2027296.7045841,90.000244140625
6413469.8951308,2027296.7045841,93.944190979004
6414469.8951308,2027296.7045841,97.57893371582
6415469.8951308,2027296.7045841,100.88416290283
6416469.8951308,2027296.7045841,103.10806274414
6417469.8951308,2027296.7045841,105.87233734131
6418469.8951308,2027296.7045841,108.38291931152
6419469.8951308,2027296.7045841,110.72821807861
6420469.8951308,2027296.7045841,112.90058135986
6421469.8951308,2027296.7045841,114.58448791504
6422469.8951308,2027296.7045841,116.89175415039
6423469.8951308,2027296.7045841,119.42422485352
6424469.8951308,2027296.7045841,122.21129608154
6425469.8951308,2027296.7045841,125.4719543457
6426469.8951308,2027296.7045841,128.18783569336
6427469.8951308,2027296.7045841,132.24285888672
6428469.8951308,2027296.7045841,136.41555786133
6429469.8951308,2027296.7045841,140.4128112793
6430469.8951308,2027296.7045841,143.55731201172
6431469.8951308,2027296.7045841,145.11784362793
6432469.8951308,2027296.7045841,146.34255981445
6433469.8951308,2027296.7045841,146.76084899902
6434469.8951308,2027296.7045841,146.60797119141
6435469.8951308,2027296.7045841,146.01338195801
6436469.8951308,2027296.7045841,145.30319213867
6437469.8951308,2027296.7045841,144.25877380371
6438469.8951308,2027296.7045841,143.03706359863
6439469.8951308,2027296.7045841,141.67701721191
6440469.8951308,2027296.7045841,140.23281860352
6441469.8951308,2027296.7045841,138.64794921875
6442469.8951308,2027296.7045841,137.3233795166
6443469.8951308,2027296.7045841,135.70788574219
6444469.8951308,2027296.7045841,133.93121337891
6445469.8951308,2027296.7045841,131.99313354492
6446469.8951308,2027296.7045841,129.9372253418
6447469.8951308,2027296.7045841,128.28245544434
6448469.8951308,2027296.7045841,126.1637878418
6449469.8951308,2027296.7045841,124.00910949707
6450469.8951308,2027296.7045841,121.97817993164
6451469.8951308,2027296.7045841,120.20314025879
6452469.8951308,2027296.7045841,119.27563476563
6453469.8951308,2027296.7045841,118.25638580322
6454469.8951308,2027296.7045841,117.78707885742
6455469.8951308,2027296.7045841,117.8217010498
6456469.8951308,2027296.7045841,118.26707458496
6457469.8951308,2027296.7045841,118.83615112305
6458469.8951308,2027296.7045841,119.8536605835
6459469.8951308,2027296.7045841,121.09446716309
6460469.8951308,2027296.7045841,122.46293640137
6461469.8951308,2027296.7045841,124.06289672852
6462469.8951308,2027296.7045841,125.29818725586
6463469.8951308,2027296.7045841,127.0276184082
6464469.8951308,2027296.7045841,128.81468200684
6465469.8951308,2027296.7045841,130.75003051758
6466469.8951308,2027296.7045841,132.77438354492
6467469.8951308,2027296.7045841,134.37823486328
6468469.8951308,2027296.7045841,136.47940063477
6469469.8951308,2027296.7045841,138.68768310547
6470469.8951308,2027296.7045841,140.92115783691
6471469.8951308,2027296.7045841,143.14593505859
6472469.8951308,2027296.7045841,144.53945922852
6473469.8951308,2027296.7045841,146.68255615234
6474469.8951308,2027296.7045841,148.76686096191
6475469.8951308,2027296.7045841,150.91232299805
6476469.8951308,2027296.7045841,153.12933349609
6477469.8951308,2027296.7045841,155.01019287109
6478469.8951308,2027296.7045841,157.52038574219
6479469.8951308,2027296.7045841,160.33908081055
6480469.8951308,2027296.7045841,163.36343383789
6481469.8951308,2027296.7045841,166.47528076172
6482469.8951308,2027296.7045841,168.95660400391
6483469.8951308,2027296.7045841,171.82484436035
6484469.8951308,2027296.7045841,174.27534484863
6485469.8951308,2027296.7045841,175.91101074219
6486469.8951308,2027296.7045841,176.92541503906
6487469.8951308,2027296.7045841,177.34094238281
6488469.8951308,2027296.7045841,176.95213317871
6489469.8951308,2027296.7045841,176.03520202637
6490469.8951308,2027296.7045841,175.1633605957
6491469.8951308,2027296.7045841,175.4694519043
6492469.8951308,2027296.7045841,176.56614685059
6493469.8951308,2027296.7045841,178.54893493652
6494469.8951308,2027296.7045841,181.08181762695
6495469.8951308,2027296.7045841,183.78022766113
6496469.8951308,2027296.7045841,186.37713623047
6497469.8951308,2027296.7045841,188.8850402832
6498469.8951308,2027296.7045841,190.52098083496
6499469.8951308,2027296.7045841,191.80078125
6500469.8951308,2027296.7045841,192.08366394043
6501469.8951308,2027296.7045841,193.05699157715
6502469.8951308,2027296.7045841,196.39414978027
6503469.8951308,2027296.7045841,201.2318572998
6504469.8951308,2027296.7045841,210.96873474121
6505469.8951308,2027296.7045841,237.96867370605
6506469.8951308,2027296.7045841,264.24102783203
6507469.8951308,2027296.7045841,285.67468261719
6508469.8951308,2027296.7045841,293.38122558594
6509469.8951308,2027296.7045841,294.6448059082
6510469.8951308,2027296.7045841,293.00204467773
6511469.8951308,2027296.7045841,293.04663085938
6512469.8951308,2027296.7045841,296.47186279297
6513469.8951308,2027296.7045841,301.20446777344
6514469.8951308,2027296.7045841,308.1071472168
6515469.8951308,2027296.7045841,314.88970947266
6516469.8951308,2027296.7045841,321.85668945313
6517469.8951308,2027296.7045841,328.69137573242
6518469.8951308,2027296.7045841,333.20288085938
6519469.8951308,2027296.7045841,337.26684570313
6520469.8951308,2027296.7045841,337.47009277344
6521469.8951308,2027296.7045841,337.6628112793
6522469.8951308,2027296.7045841,351.23205566406
6523469.8951308,2027296.7045841,355.14337158203
6524469.8951308,2027296.7045841,358.59469604492
6525469.8951308,2027296.7045841,363.72305297852
6526469.8951308,2027296.7045841,369.07266235352
6527469.8951308,2027296.7045841,373.88571166992
6528469.8951308,2027296.7045841,377.03598022461
6529469.8951308,2027296.7045841,380.9284362793
6530469.8951308,2027296.7045841,384.6999206543
6531469.8951308,2027296.7045841,388.7356262207
6532469.8951308,2027296.7045841,392.93884277344
6533469.8951308,2027296.7045841,396.14004516602
6534469.8951308,2027296.7045841,400.16897583008
6535469.8951308,2027296.7045841,404.04598999023
6536469.8951308,2027296.7045841,407.64736938477
6537469.8951308,2027296.7045841,411.07681274414
6538469.8951308,2027296.7045841,413.43069458008
6539469.8951308,2027296.7045841,416.18237304688
6540469.8951308,2027296.7045841,418.67596435547
6541469.8951308,2027296.7045841,421.05905151367
6542469.8951308,2027296.7045841,423.11441040039
6543469.8951308,2027296.7045841,424.43936157227
6544469.8951308,2027296.7045841,425.74627685547
6545469.8951308,2027296.7045841,1.70141e+38
6546469.8951308,2027296.7045841,1.70141e+38
6547469.8951308,2027296.7045841,1.70141e+38
6548469.8951308,2027296.7045841,1.70141e+38
6549469.8951308,2027296.7045841,1.70141e+38
6550469.8951308,2027296.7045841,1.70141e+38
6551469.8951308,2027296.7045841,1.70141e+38
6552469.8951308,2027296.7045841,1.70141e+38
6553469.8951308,2027296.7045841,1.70141e+38
6554469.8951308,2027296.7045841,1.70141e+38
6555469.8951308,2027296.7045841,1.70141e+38
6556469.8951308,2027296.7045841,1.70141e+38
6557469.8951308,2027296.7045841,1.70141e+38
6558469.8951308,2027296.7045841,1.70141e+38
6559469.8951308,2027296.7045841,1.70141e+38
6560469.8951308,2027296.7045841,1.70141e+38
6561469.8951308,2027296.7045841,1.70141e+38
6562469.8951308,2027296.7045841,1.70141e+38
6563469.8951308,2027296.7045841,1.70141e+38
6564469.8951308,2027296.7045841,1.70141e+38
6363469.8951308,2026296.7045841,1.70141e+38
6364469.8951308,2026296.7045841,1.70141e+38
6365469.8951308,2026296.7045841,1.70141e+38
6366469.8951308,2026296.7045841,1.70141e+38
6367469.8951308,2026296.7045841,1.70141e+38
6368469.8951308,2026296.7045841,1.70141e+38
6369469.8951308,2026296.7045841,1.70141e+38
6370469.8951308,2026296.7045841,1.70141e+38
6371469.8951308,2026296.7045841,1.70141e+38
6372469.8951308,2026296.7045841,1.70141e+38
6373469.8951308,2026296.7045841,1.70141e+38
6374469.8951308,2026296.7045841,1.70141e+38
6375469.8951308,2026296.7045841,1.70141e+38
6376469.8951308,2026296.7045841,1.70141e+38
6377469.8951308,2026296.7045841,1.70141e+38
6378469.8951308,2026296.7045841,1.70141e+38
6379469.8951308,2026296.7045841,1.70141e+38
6380469.8951308,2026296.7045841,1.70141e+38
6381469.8951308,2026296.7045841,1.70141e+38
6382469.8951308,2026296.7045841,1.70141e+38
6383469.8951308,2026296.7045841,1.70141e+38
6384469.8951308,2026296.7045841,1.70141e+38
6385469.8951308,2026296.7045841,1.70141e+38
6386469.8951308,2026296.7045841,1.70141e+38
6387469.8951308,2026296.7045841,1.70141e+38
6388469.8951308,2026296.7045841,1.70141e+38
6389469.8951308,2026296.7045841,1.70141e+38
6390469.8951308,2026296.7045841,1.70141e+38
6391469.8951308,2026296.7045841,1.70141e+38
6392469.8951308,2026296.7045841,1.70141e+38
6393469.8951308,2026296.7045841,1.70141e+38
6394469.8951308,2026296.7045841,1.70141e+38
6395469.8951308,2026296.7045841,1.70141e+38
6396469.8951308,2026296.7045841,1.70141e+38
6397469.8951308,2026296.7045841,1.70141e+38
6398469.8951308,2026296.7045841,1.70141e+38
6399469.8951308,2026296.7045841,1.70141e+38
6400469.8951308,2026296.7045841,1.70141e+38
6401469.8951308,2026296.7045841,61.428943634033
6402469.8951308,2026296.7045841,59.91438293457
6403469.8951308,2026296.7045841,59.759094238281
6404469.8951308,2026296.7045841,61.086612701416
6405469.8951308,2026296.7045841,63.54647064209
6406469.8951308,2026296.7045841,66.100646972656
6407469.8951308,2026296.7045841,69.970932006836
6408469.8951308,2026296.7045841,74.21891784668
6409469.8951308,2026296.7045841,78.526802062988
6410469.8951308,2026296.7045841,82.964622497559
6411469.8951308,2026296.7045841,86.266998291016
6412469.8951308,2026296.7045841,90.399284362793
6413469.8951308,2026296.7045841,94.173561096191
6414469.8951308,2026296.7045841,97.721199035645
6415469.8951308,2026296.7045841,100.91368103027
6416469.8951308,2026296.7045841,103.11323547363
6417469.8951308,2026296.7045841,105.64900970459
6418469.8951308,2026296.7045841,107.99033355713
6419469.8951308,2026296.7045841,110.13307189941
6420469.8951308,2026296.7045841,112.17379760742
6421469.8951308,2026296.7045841,113.66284179688
6422469.8951308,2026296.7045841,115.80979919434
6423469.8951308,2026296.7045841,118.22465515137
6424469.8951308,2026296.7045841,121.05657958984
6425469.8951308,2026296.7045841,124.31114196777
6426469.8951308,2026296.7045841,127.19496154785
6427469.8951308,2026296.7045841,131.45907592773
6428469.8951308,2026296.7045841,135.94311523438
6429469.8951308,2026296.7045841,139.95516967773
6430469.8951308,2026296.7045841,143.14491271973
6431469.8951308,2026296.7045841,144.60920715332
6432469.8951308,2026296.7045841,145.56758117676
6433469.8951308,2026296.7045841,145.5782623291
6434469.8951308,2026296.7045841,145.04666137695
6435469.8951308,2026296.7045841,144.10238647461
6436469.8951308,2026296.7045841,143.1349029541
6437469.8951308,2026296.7045841,141.8257598877
6438469.8951308,2026296.7045841,140.34172058105
6439469.8951308,2026296.7045841,138.73948669434
6440469.8951308,2026296.7045841,137.01904296875
6441469.8951308,2026296.7045841,135.21618652344
6442469.8951308,2026296.7045841,133.81182861328
6443469.8951308,2026296.7045841,131.89855957031
6444469.8951308,2026296.7045841,129.94136047363
6445469.8951308,2026296.7045841,127.91616821289
6446469.8951308,2026296.7045841,125.72724914551
6447469.8951308,2026296.7045841,123.98583984375
6448469.8951308,2026296.7045841,121.73295593262
6449469.8951308,2026296.7045841,119.58850097656
6450469.8951308,2026296.7045841,117.5397644043
6451469.8951308,2026296.7045841,115.9075012207
6452469.8951308,2026296.7045841,114.83142089844
6453469.8951308,2026296.7045841,113.85095977783
6454469.8951308,2026296.7045841,113.65469360352
6455469.8951308,2026296.7045841,113.97125244141
6456469.8951308,2026296.7045841,114.70635986328
6457469.8951308,2026296.7045841,115.46817016602
6458469.8951308,2026296.7045841,116.78553771973
6459469.8951308,2026296.7045841,118.33535766602
6460469.8951308,2026296.7045841,120.11740112305
6461469.8951308,2026296.7045841,121.91248321533
6462469.8951308,2026296.7045841,123.38927459717
6463469.8951308,2026296.7045841,125.43168640137
6464469.8951308,2026296.7045841,127.57851409912
6465469.8951308,2026296.7045841,129.76124572754
6466469.8951308,2026296.7045841,132.08248901367
6467469.8951308,2026296.7045841,133.90452575684
6468469.8951308,2026296.7045841,136.31832885742
6469469.8951308,2026296.7045841,138.68264770508
6470469.8951308,2026296.7045841,141.08938598633
6471469.8951308,2026296.7045841,143.42306518555
6472469.8951308,2026296.7045841,144.8667755127
6473469.8951308,2026296.7045841,147.11671447754
6474469.8951308,2026296.7045841,149.26856994629
6475469.8951308,2026296.7045841,151.48159790039
6476469.8951308,2026296.7045841,153.77754211426
6477469.8951308,2026296.7045841,155.72189331055
6478469.8951308,2026296.7045841,158.51933288574
6479469.8951308,2026296.7045841,161.69467163086
6480469.8951308,2026296.7045841,165.29699707031
6481469.8951308,2026296.7045841,169.08483886719
6482469.8951308,2026296.7045841,172.19415283203
6483469.8951308,2026296.7045841,175.75480651855
6484469.8951308,2026296.7045841,178.8080291748
6485469.8951308,2026296.7045841,181.34799194336
6486469.8951308,2026296.7045841,182.99044799805
6487469.8951308,2026296.7045841,183.79135131836
6488469.8951308,2026296.7045841,183.73164367676
6489469.8951308,2026296.7045841,182.90771484375
6490469.8951308,2026296.7045841,181.80523681641
6491469.8951308,2026296.7045841,181.04382324219
6492469.8951308,2026296.7045841,181.26132202148
6493469.8951308,2026296.7045841,181.99327087402
6494469.8951308,2026296.7045841,183.0546875
6495469.8951308,2026296.7045841,185.5384979248
6496469.8951308,2026296.7045841,187.89820861816
6497469.8951308,2026296.7045841,190.53605651855
6498469.8951308,2026296.7045841,192.40446472168
6499469.8951308,2026296.7045841,194.23291015625
6500469.8951308,2026296.7045841,194.88410949707
6501469.8951308,2026296.7045841,195.71578979492
6502469.8951308,2026296.7045841,198.78237915039
6503469.8951308,2026296.7045841,203.89170837402
6504469.8951308,2026296.7045841,216.7702331543
6505469.8951308,2026296.7045841,238.90867614746
6506469.8951308,2026296.7045841,264.05932617188
6507469.8951308,2026296.7045841,288.88729858398
6508469.8951308,2026296.7045841,297.30752563477
6509469.8951308,2026296.7045841,297.783203125
6510469.8951308,2026296.7045841,295.82940673828
6511469.8951308,2026296.7045841,296.40927124023
6512469.8951308,2026296.7045841,300.85784912109
6513469.8951308,2026296.7045841,307.26965332031
6514469.8951308,2026296.7045841,312.65521240234
6515469.8951308,2026296.7045841,318.23175048828
6516469.8951308,2026296.7045841,324.3303527832
6517469.8951308,2026296.7045841,330.28619384766
6518469.8951308,2026296.7045841,334.23397827148
6519469.8951308,2026296.7045841,337.09219360352
6520469.8951308,2026296.7045841,337.31213378906
6521469.8951308,2026296.7045841,339.80993652344
6522469.8951308,2026296.7045841,347.4518737793
6523469.8951308,2026296.7045841,352.34280395508
6524469.8951308,2026296.7045841,357.74224853516
6525469.8951308,2026296.7045841,363.62295532227
6526469.8951308,2026296.7045841,369.03298950195
6527469.8951308,2026296.7045841,373.70211791992
6528469.8951308,2026296.7045841,376.72613525391
6529469.8951308,2026296.7045841,380.47866821289
6530469.8951308,2026296.7045841,384.18392944336
6531469.8951308,2026296.7045841,388.23773193359
6532469.8951308,2026296.7045841,392.53549194336
6533469.8951308,2026296.7045841,395.84524536133
6534469.8951308,2026296.7045841,400.04144287109
6535469.8951308,2026296.7045841,404.09191894531
6536469.8951308,2026296.7045841,407.81976318359
6537469.8951308,2026296.7045841,411.28143310547
6538469.8951308,2026296.7045841,413.69738769531
6539469.8951308,2026296.7045841,416.4602355957
6540469.8951308,2026296.7045841,418.97384643555
6541469.8951308,2026296.7045841,421.2770690918
6542469.8951308,2026296.7045841,423.24780273438
6543469.8951308,2026296.7045841,424.49896240234
6544469.8951308,2026296.7045841,425.62539672852
6545469.8951308,2026296.7045841,1.70141e+38
6546469.8951308,2026296.7045841,1.70141e+38
6547469.8951308,2026296.7045841,1.70141e+38
6548469.8951308,2026296.7045841,1.70141e+38
6549469.8951308,2026296.7045841,1.70141e+38
6550469.8951308,2026296.7045841,1.70141e+38
6551469.8951308,2026296.7045841,1.70141e+38
6552469.8951308,2026296.7045841,1.70141e+38
6553469.8951308,2026296.7045841,1.70141e+38
6554469.8951308,2026296.7045841,1.70141e+38
6555469.8951308,2026296.7045841,1.70141e+38
6556469.8951308,2026296.7045841,1.70141e+38
6557469.8951308,2026296.7045841,1.70141e+38
6558469.8951308,2026296.7045841,1.70141e+38
6559469.8951308,2026296.7045841,1.70141e+38
6560469.8951308,2026296.7045841,1.70141e+38
6561469.8951308,2026296.7045841,1.70141e+38
6562469.8951308,2026296.7045841,1.70141e+38
6563469.8951308,2026296.7045841,1.70141e+38
6564469.8951308,2026296.7045841,1.70141e+38
6363469.8951308,2025296.7045841,1.70141e+38
6364469.8951308,2025296.7045841,1.70141e+38
6365469.8951308,2025296.7045841,1.70141e+38
6366469.8951308,2025296.7045841,1.70141e+38
6367469.8951308,2025296.7045841,1.70141e+38
6368469.8951308,2025296.7045841,1.70141e+38
6369469.8951308,2025296.7045841,1.70141e+38
6370469.8951308,2025296.7045841,1.70141e+38
6371469.8951308,2025296.7045841,1.70141e+38
6372469.8951308,2025296.7045841,1.70141e+38
6373469.8951308,2025296.7045841,1.70141e+38
6374469.8951308,2025296.7045841,1.70141e+38
6375469.8951308,2025296.7045841,1.70141e+38
6376469.8951308,2025296.7045841,1.70141e+38
6377469.8951308,2025296.7045841,1.70141e+38
6378469.8951308,2025296.7045841,1.70141e+38
6379469.8951308,2025296.7045841,1.70141e+38
6380469.8951308,2025296.7045841,1.70141e+38
6381469.8951308,2025296.7045841,1.70141e+38
6382469.8951308,2025296.7045841,1.70141e+38
6383469.8951308,2025296.7045841,1.70141e+38
6384469.8951308,2025296.7045841,1.70141e+38
6385469.8951308,2025296.7045841,1.70141e+38
6386469.8951308,2025296.7045841,1.70141e+38
6387469.8951308,2025296.7045841,1.70141e+38
6388469.8951308,2025296.7045841,1.70141e+38
6389469.8951308,2025296.7045841,1.70141e+38
6390469.8951308,2025296.7045841,1.70141e+38
6391469.8951308,2025296.7045841,1.70141e+38
6392469.8951308,2025296.7045841,1.70141e+38
6393469.8951308,2025296.7045841,1.70141e+38
6394469.8951308,2025296.7045841,1.70141e+38
6395469.8951308,2025296.7045841,1.70141e+38
6396469.8951308,2025296.7045841,1.70141e+38
6397469.8951308,2025296.7045841,1.70141e+38
6398469.8951308,2025296.7045841,1.70141e+38
6399469.8951308,2025296.7045841,1.70141e+38
6400469.8951308,2025296.7045841,1.70141e+38
6401469.8951308,2025296.7045841,61.755813598633
6402469.8951308,2025296.7045841,60.773010253906
6403469.8951308,2025296.7045841,60.941543579102
6404469.8951308,2025296.7045841,62.304553985596
6405469.8951308,2025296.7045841,64.823501586914
6406469.8951308,2025296.7045841,67.230003356934
6407469.8951308,2025296.7045841,71.012634277344
6408469.8951308,2025296.7045841,75.188591003418
6409469.8951308,2025296.7045841,79.551483154297
6410469.8951308,2025296.7045841,83.811126708984
6411469.8951308,2025296.7045841,87.027008056641
6412469.8951308,2025296.7045841,91.104827880859
6413469.8951308,2025296.7045841,94.879402160645
6414469.8951308,2025296.7045841,98.210205078125
6415469.8951308,2025296.7045841,101.25433349609
6416469.8951308,2025296.7045841,103.32472991943
6417469.8951308,2025296.7045841,105.72941589355
6418469.8951308,2025296.7045841,107.78546142578
6419469.8951308,2025296.7045841,109.69123077393
6420469.8951308,2025296.7045841,111.48629760742
6421469.8951308,2025296.7045841,112.84602355957
6422469.8951308,2025296.7045841,114.71711730957
6423469.8951308,2025296.7045841,116.94250488281
6424469.8951308,2025296.7045841,119.64610290527
6425469.8951308,2025296.7045841,123.01648712158
6426469.8951308,2025296.7045841,125.80253601074
6427469.8951308,2025296.7045841,130.21131896973
