x,y,z
6499469.8951308,2069296.7045841,1.70141e+38
6500469.8951308,2069296.7045841,1.70141e+38
6501469.8951308,2069296.7045841,1.70141e+38
6502469.8951308,2069296.7045841,1.70141e+38
6503469.8951308,2069296.7045841,1.70141e+38
6504469.8951308,2069296.7045841,1.70141e+38
6505469.8951308,2069296.7045841,1.70141e+38
6506469.8951308,2069296.7045841,1.70141e+38
6507469.8951308,2069296.7045841,1.70141e+38
6508469.8951308,2069296.7045841,399.02499389648
6509469.8951308,2069296.7045841,414.0393371582
6510469.8951308,2069296.7045841,1.70141e+38
6511469.8951308,2069296.7045841,1.70141e+38
6512469.8951308,2069296.7045841,1.70141e+38
6513469.8951308,2069296.7045841,1.70141e+38
6514469.8951308,2069296.7045841,1.70141e+38
6515469.8951308,2069296.7045841,1.70141e+38
6516469.8951308,2069296.7045841,1.70141e+38
6517469.8951308,2069296.7045841,1.70141e+38
6518469.8951308,2069296.7045841,1.70141e+38
6519469.8951308,2069296.7045841,1.70141e+38
6520469.8951308,2069296.7045841,1.70141e+38
6521469.8951308,2069296.7045841,1.70141e+38
6522469.8951308,2069296.7045841,1.70141e+38
6523469.8951308,2069296.7045841,1.70141e+38
6524469.8951308,2069296.7045841,1.70141e+38
6525469.8951308,2069296.7045841,1.70141e+38
6526469.8951308,2069296.7045841,1.70141e+38
6527469.8951308,2069296.7045841,1.70141e+38
6528469.8951308,2069296.7045841,1.70141e+38
6529469.8951308,2069296.7045841,1.70141e+38
6530469.8951308,2069296.7045841,1.70141e+38
6531469.8951308,2069296.7045841,1.70141e+38
6532469.8951308,2069296.7045841,1.70141e+38
6533469.8951308,2069296.7045841,1.70141e+38
6534469.8951308,2069296.7045841,1.70141e+38
6535469.8951308,2069296.7045841,1.70141e+38
6536469.8951308,2069296.7045841,1.70141e+38
6537469.8951308,2069296.7045841,1.70141e+38
6538469.8951308,2069296.7045841,1.70141e+38
6539469.8951308,2069296.7045841,1.70141e+38
6540469.8951308,2069296.7045841,1.70141e+38
6541469.8951308,2069296.7045841,1.70141e+38
6542469.8951308,2069296.7045841,1.70141e+38
6543469.8951308,2069296.7045841,1.70141e+38
6544469.8951308,2069296.7045841,1.70141e+38
6545469.8951308,2069296.7045841,1.70141e+38
6546469.8951308,2069296.7045841,1.70141e+38
6547469.8951308,2069296.7045841,1.70141e+38
6548469.8951308,2069296.7045841,1.70141e+38
6549469.8951308,2069296.7045841,1.70141e+38
6550469.8951308,2069296.7045841,1.70141e+38
6551469.8951308,2069296.7045841,1.70141e+38
6552469.8951308,2069296.7045841,1.70141e+38
6553469.8951308,2069296.7045841,1.70141e+38
6554469.8951308,2069296.7045841,1.70141e+38
6555469.8951308,2069296.7045841,1.70141e+38
6556469.8951308,2069296.7045841,1.70141e+38
6557469.8951308,2069296.7045841,1.70141e+38
6558469.8951308,2069296.7045841,1.70141e+38
6559469.8951308,2069296.7045841,1.70141e+38
6560469.8951308,2069296.7045841,1.70141e+38
6561469.8951308,2069296.7045841,1.70141e+38
6562469.8951308,2069296.7045841,1.70141e+38
6563469.8951308,2069296.7045841,1.70141e+38
6564469.8951308,2069296.7045841,1.70141e+38
6363469.8951308,2068296.7045841,1.70141e+38
6364469.8951308,2068296.7045841,1.70141e+38
6365469.8951308,2068296.7045841,1.70141e+38
6366469.8951308,2068296.7045841,1.70141e+38
6367469.8951308,2068296.7045841,1.70141e+38
6368469.8951308,2068296.7045841,1.70141e+38
6369469.8951308,2068296.7045841,1.70141e+38
6370469.8951308,2068296.7045841,1.70141e+38
6371469.8951308,2068296.7045841,1.70141e+38
6372469.8951308,2068296.7045841,1.70141e+38
6373469.8951308,2068296.7045841,1.70141e+38
6374469.8951308,2068296.7045841,1.70141e+38
6375469.8951308,2068296.7045841,1.70141e+38
6376469.8951308,2068296.7045841,1.70141e+38
6377469.8951308,2068296.7045841,1.70141e+38
6378469.8951308,2068296.7045841,1.70141e+38
6379469.8951308,2068296.7045841,1.70141e+38
6380469.8951308,2068296.7045841,1.70141e+38
6381469.8951308,2068296.7045841,1.70141e+38
6382469.8951308,2068296.7045841,1.70141e+38
6383469.8951308,2068296.7045841,1.70141e+38
6384469.8951308,2068296.7045841,1.70141e+38
6385469.8951308,2068296.7045841,1.70141e+38
6386469.8951308,2068296.7045841,1.70141e+38
6387469.8951308,2068296.7045841,1.70141e+38
6388469.8951308,2068296.7045841,1.70141e+38
6389469.8951308,2068296.7045841,1.70141e+38
6390469.8951308,2068296.7045841,1.70141e+38
6391469.8951308,2068296.7045841,1.70141e+38
6392469.8951308,2068296.7045841,1.70141e+38
6393469.8951308,2068296.7045841,1.70141e+38
6394469.8951308,2068296.7045841,1.70141e+38
6395469.8951308,2068296.7045841,1.70141e+38
6396469.8951308,2068296.7045841,1.70141e+38
6397469.8951308,2068296.7045841,1.70141e+38
6398469.8951308,2068296.7045841,1.70141e+38
6399469.8951308,2068296.7045841,1.70141e+38
6400469.8951308,2068296.7045841,1.70141e+38
6401469.8951308,2068296.7045841,1.70141e+38
6402469.8951308,2068296.7045841,1.70141e+38
6403469.8951308,2068296.7045841,1.70141e+38
6404469.8951308,2068296.7045841,1.70141e+38
6405469.8951308,2068296.7045841,1.70141e+38
6406469.8951308,2068296.7045841,1.70141e+38
6407469.8951308,2068296.7045841,1.70141e+38
6408469.8951308,2068296.7045841,1.70141e+38
6409469.8951308,2068296.7045841,1.70141e+38
6410469.8951308,2068296.7045841,1.70141e+38
6411469.8951308,2068296.7045841,1.70141e+38
6412469.8951308,2068296.7045841,1.70141e+38
6413469.8951308,2068296.7045841,1.70141e+38
6414469.8951308,2068296.7045841,1.70141e+38
6415469.8951308,2068296.7045841,1.70141e+38
6416469.8951308,2068296.7045841,1.70141e+38
6417469.8951308,2068296.7045841,1.70141e+38
6418469.8951308,2068296.7045841,1.70141e+38
6419469.8951308,2068296.7045841,1.70141e+38
6420469.8951308,2068296.7045841,1.70141e+38
6421469.8951308,2068296.7045841,1.70141e+38
6422469.8951308,2068296.7045841,1.70141e+38
6423469.8951308,2068296.7045841,1.70141e+38
6424469.8951308,2068296.7045841,1.70141e+38
6425469.8951308,2068296.7045841,1.70141e+38
6426469.8951308,2068296.7045841,1.70141e+38
6427469.8951308,2068296.7045841,1.70141e+38
6428469.8951308,2068296.7045841,1.70141e+38
6429469.8951308,2068296.7045841,1.70141e+38
6430469.8951308,2068296.7045841,1.70141e+38
6431469.8951308,2068296.7045841,1.70141e+38
6432469.8951308,2068296.7045841,1.70141e+38
6433469.8951308,2068296.7045841,1.70141e+38
6434469.8951308,2068296.7045841,1.70141e+38
6435469.8951308,2068296.7045841,1.70141e+38
6436469.8951308,2068296.7045841,1.70141e+38
6437469.8951308,2068296.7045841,1.70141e+38
6438469.8951308,2068296.7045841,1.70141e+38
6439469.8951308,2068296.7045841,1.70141e+38
6440469.8951308,2068296.7045841,1.70141e+38
6441469.8951308,2068296.7045841,1.70141e+38
6442469.8951308,2068296.7045841,1.70141e+38
6443469.8951308,2068296.7045841,1.70141e+38
6444469.8951308,2068296.7045841,1.70141e+38
6445469.8951308,2068296.7045841,1.70141e+38
6446469.8951308,2068296.7045841,1.70141e+38
6447469.8951308,2068296.7045841,1.70141e+38
6448469.8951308,2068296.7045841,1.70141e+38
6449469.8951308,2068296.7045841,1.70141e+38
6450469.8951308,2068296.7045841,1.70141e+38
6451469.8951308,2068296.7045841,1.70141e+38
6452469.8951308,2068296.7045841,1.70141e+38
6453469.8951308,2068296.7045841,1.70141e+38
6454469.8951308,2068296.7045841,1.70141e+38
6455469.8951308,2068296.7045841,1.70141e+38
6456469.8951308,2068296.7045841,1.70141e+38
6457469.8951308,2068296.7045841,1.70141e+38
6458469.8951308,2068296.7045841,1.70141e+38
6459469.8951308,2068296.7045841,1.70141e+38
6460469.8951308,2068296.7045841,1.70141e+38
6461469.8951308,2068296.7045841,1.70141e+38
6462469.8951308,2068296.7045841,1.70141e+38
6463469.8951308,2068296.7045841,1.70141e+38
6464469.8951308,2068296.7045841,1.70141e+38
6465469.8951308,2068296.7045841,1.70141e+38
6466469.8951308,2068296.7045841,1.70141e+38
6467469.8951308,2068296.7045841,1.70141e+38
6468469.8951308,2068296.7045841,1.70141e+38
6469469.8951308,2068296.7045841,1.70141e+38
6470469.8951308,2068296.7045841,1.70141e+38
6471469.8951308,2068296.7045841,1.70141e+38
6472469.8951308,2068296.7045841,1.70141e+38
6473469.8951308,2068296.7045841,1.70141e+38
6474469.8951308,2068296.7045841,1.70141e+38
6475469.8951308,2068296.7045841,1.70141e+38
6476469.8951308,2068296.7045841,1.70141e+38
6477469.8951308,2068296.7045841,1.70141e+38
6478469.8951308,2068296.7045841,1.70141e+38
6479469.8951308,2068296.7045841,1.70141e+38
6480469.8951308,2068296.7045841,1.70141e+38
6481469.8951308,2068296.7045841,1.70141e+38
6482469.8951308,2068296.7045841,1.70141e+38
6483469.8951308,2068296.7045841,1.70141e+38
6484469.8951308,2068296.7045841,1.70141e+38
6485469.8951308,2068296.7045841,1.70141e+38
6486469.8951308,2068296.7045841,1.70141e+38
6487469.8951308,2068296.7045841,1.70141e+38
6488469.8951308,2068296.7045841,1.70141e+38
6489469.8951308,2068296.7045841,1.70141e+38
6490469.8951308,2068296.7045841,1.70141e+38
6491469.8951308,2068296.7045841,1.70141e+38
6492469.8951308,2068296.7045841,1.70141e+38
6493469.8951308,2068296.7045841,1.70141e+38
6494469.8951308,2068296.7045841,1.70141e+38
6495469.8951308,2068296.7045841,1.70141e+38
6496469.8951308,2068296.7045841,1.70141e+38
6497469.8951308,2068296.7045841,1.70141e+38
6498469.8951308,2068296.7045841,1.70141e+38
6499469.8951308,2068296.7045841,1.70141e+38
6500469.8951308,2068296.7045841,1.70141e+38
6501469.8951308,2068296.7045841,1.70141e+38
6502469.8951308,2068296.7045841,1.70141e+38
6503469.8951308,2068296.7045841,1.70141e+38
6504469.8951308,2068296.7045841,1.70141e+38
6505469.8951308,2068296.7045841,1.70141e+38
6506469.8951308,2068296.7045841,1.70141e+38
6507469.8951308,2068296.7045841,381.9489440918
6508469.8951308,2068296.7045841,395.72222900391
6509469.8951308,2068296.7045841,413.13369750977
6510469.8951308,2068296.7045841,1.70141e+38
6511469.8951308,2068296.7045841,1.70141e+38
6512469.8951308,2068296.7045841,1.70141e+38
6513469.8951308,2068296.7045841,1.70141e+38
6514469.8951308,2068296.7045841,1.70141e+38
6515469.8951308,2068296.7045841,1.70141e+38
6516469.8951308,2068296.7045841,1.70141e+38
6517469.8951308,2068296.7045841,1.70141e+38
6518469.8951308,2068296.7045841,1.70141e+38
6519469.8951308,2068296.7045841,1.70141e+38
6520469.8951308,2068296.7045841,1.70141e+38
6521469.8951308,2068296.7045841,1.70141e+38
6522469.8951308,2068296.7045841,1.70141e+38
6523469.8951308,2068296.7045841,1.70141e+38
6524469.8951308,2068296.7045841,1.70141e+38
6525469.8951308,2068296.7045841,1.70141e+38
6526469.8951308,2068296.7045841,1.70141e+38
6527469.8951308,2068296.7045841,1.70141e+38
6528469.8951308,2068296.7045841,1.70141e+38
6529469.8951308,2068296.7045841,1.70141e+38
6530469.8951308,2068296.7045841,1.70141e+38
6531469.8951308,2068296.7045841,1.70141e+38
6532469.8951308,2068296.7045841,1.70141e+38
6533469.8951308,2068296.7045841,1.70141e+38
6534469.8951308,2068296.7045841,1.70141e+38
6535469.8951308,2068296.7045841,1.70141e+38
6536469.8951308,2068296.7045841,1.70141e+38
6537469.8951308,2068296.7045841,1.70141e+38
6538469.8951308,2068296.7045841,1.70141e+38
6539469.8951308,2068296.7045841,1.70141e+38
6540469.8951308,2068296.7045841,1.70141e+38
6541469.8951308,2068296.7045841,1.70141e+38
6542469.8951308,2068296.7045841,1.70141e+38
6543469.8951308,2068296.7045841,1.70141e+38
6544469.8951308,2068296.7045841,1.70141e+38
6545469.8951308,2068296.7045841,1.70141e+38
6546469.8951308,2068296.7045841,1.70141e+38
6547469.8951308,2068296.7045841,1.70141e+38
6548469.8951308,2068296.7045841,1.70141e+38
6549469.8951308,2068296.7045841,1.70141e+38
6550469.8951308,2068296.7045841,1.70141e+38
6551469.8951308,2068296.7045841,1.70141e+38
6552469.8951308,2068296.7045841,1.70141e+38
6553469.8951308,2068296.7045841,1.70141e+38
6554469.8951308,2068296.7045841,1.70141e+38
6555469.8951308,2068296.7045841,1.70141e+38
6556469.8951308,2068296.7045841,1.70141e+38
6557469.8951308,2068296.7045841,1.70141e+38
6558469.8951308,2068296.7045841,1.70141e+38
6559469.8951308,2068296.7045841,1.70141e+38
6560469.8951308,2068296.7045841,1.70141e+38
6561469.8951308,2068296.7045841,1.70141e+38
6562469.8951308,2068296.7045841,1.70141e+38
6563469.8951308,2068296.7045841,1.70141e+38
6564469.8951308,2068296.7045841,1.70141e+38
6363469.8951308,2067296.7045841,1.70141e+38
6364469.8951308,2067296.7045841,1.70141e+38
6365469.8951308,2067296.7045841,1.70141e+38
6366469.8951308,2067296.7045841,1.70141e+38
6367469.8951308,2067296.7045841,1.70141e+38
6368469.8951308,2067296.7045841,1.70141e+38
6369469.8951308,2067296.7045841,1.70141e+38
6370469.8951308,2067296.7045841,1.70141e+38
6371469.8951308,2067296.7045841,1.70141e+38
6372469.8951308,2067296.7045841,1.70141e+38
6373469.8951308,2067296.7045841,1.70141e+38
6374469.8951308,2067296.7045841,1.70141e+38
6375469.8951308,2067296.7045841,1.70141e+38
6376469.8951308,2067296.7045841,1.70141e+38
6377469.8951308,2067296.7045841,1.70141e+38
6378469.8951308,2067296.7045841,1.70141e+38
6379469.8951308,2067296.7045841,1.70141e+38
6380469.8951308,2067296.7045841,1.70141e+38
6381469.8951308,2067296.7045841,1.70141e+38
6382469.8951308,2067296.7045841,1.70141e+38
6383469.8951308,2067296.7045841,1.70141e+38
6384469.8951308,2067296.7045841,1.70141e+38
6385469.8951308,2067296.7045841,1.70141e+38
6386469.8951308,2067296.7045841,1.70141e+38
6387469.8951308,2067296.7045841,1.70141e+38
6388469.8951308,2067296.7045841,1.70141e+38
6389469.8951308,2067296.7045841,1.70141e+38
6390469.8951308,2067296.7045841,1.70141e+38
6391469.8951308,2067296.7045841,1.70141e+38
6392469.8951308,2067296.7045841,1.70141e+38
6393469.8951308,2067296.7045841,1.70141e+38
6394469.8951308,2067296.7045841,1.70141e+38
6395469.8951308,2067296.7045841,1.70141e+38
6396469.8951308,2067296.7045841,1.70141e+38
6397469.8951308,2067296.7045841,1.70141e+38
6398469.8951308,2067296.7045841,1.70141e+38
6399469.8951308,2067296.7045841,1.70141e+38
6400469.8951308,2067296.7045841,1.70141e+38
6401469.8951308,2067296.7045841,1.70141e+38
6402469.8951308,2067296.7045841,1.70141e+38
6403469.8951308,2067296.7045841,1.70141e+38
6404469.8951308,2067296.7045841,1.70141e+38
6405469.8951308,2067296.7045841,1.70141e+38
6406469.8951308,2067296.7045841,1.70141e+38
6407469.8951308,2067296.7045841,1.70141e+38
6408469.8951308,2067296.7045841,1.70141e+38
6409469.8951308,2067296.7045841,1.70141e+38
6410469.8951308,2067296.7045841,1.70141e+38
6411469.8951308,2067296.7045841,1.70141e+38
6412469.8951308,2067296.7045841,1.70141e+38
6413469.8951308,2067296.7045841,1.70141e+38
6414469.8951308,2067296.7045841,1.70141e+38
6415469.8951308,2067296.7045841,1.70141e+38
6416469.8951308,2067296.7045841,1.70141e+38
6417469.8951308,2067296.7045841,1.70141e+38
6418469.8951308,2067296.7045841,1.70141e+38
6419469.8951308,2067296.7045841,1.70141e+38
6420469.8951308,2067296.7045841,1.70141e+38
6421469.8951308,2067296.7045841,1.70141e+38
6422469.8951308,2067296.7045841,1.70141e+38
6423469.8951308,2067296.7045841,1.70141e+38
6424469.8951308,2067296.7045841,1.70141e+38
6425469.8951308,2067296.7045841,1.70141e+38
6426469.8951308,2067296.7045841,1.70141e+38
6427469.8951308,2067296.7045841,1.70141e+38
6428469.8951308,2067296.7045841,1.70141e+38
6429469.8951308,2067296.7045841,1.70141e+38
6430469.8951308,2067296.7045841,1.70141e+38
6431469.8951308,2067296.7045841,1.70141e+38
6432469.8951308,2067296.7045841,1.70141e+38
6433469.8951308,2067296.7045841,1.70141e+38
6434469.8951308,2067296.7045841,1.70141e+38
6435469.8951308,2067296.7045841,1.70141e+38
6436469.8951308,2067296.7045841,1.70141e+38
6437469.8951308,2067296.7045841,1.70141e+38
6438469.8951308,2067296.7045841,1.70141e+38
6439469.8951308,2067296.7045841,1.70141e+38
6440469.8951308,2067296.7045841,1.70141e+38
6441469.8951308,2067296.7045841,1.70141e+38
6442469.8951308,2067296.7045841,1.70141e+38
6443469.8951308,2067296.7045841,1.70141e+38
6444469.8951308,2067296.7045841,1.70141e+38
6445469.8951308,2067296.7045841,1.70141e+38
6446469.8951308,2067296.7045841,1.70141e+38
6447469.8951308,2067296.7045841,1.70141e+38
6448469.8951308,2067296.7045841,1.70141e+38
6449469.8951308,2067296.7045841,1.70141e+38
6450469.8951308,2067296.7045841,1.70141e+38
6451469.8951308,2067296.7045841,1.70141e+38
6452469.8951308,2067296.7045841,1.70141e+38
6453469.8951308,2067296.7045841,1.70141e+38
6454469.8951308,2067296.7045841,1.70141e+38
6455469.8951308,2067296.7045841,1.70141e+38
6456469.8951308,2067296.7045841,1.70141e+38
6457469.8951308,2067296.7045841,1.70141e+38
6458469.8951308,2067296.7045841,1.70141e+38
6459469.8951308,2067296.7045841,1.70141e+38
6460469.8951308,2067296.7045841,1.70141e+38
6461469.8951308,2067296.7045841,1.70141e+38
6462469.8951308,2067296.7045841,1.70141e+38
6463469.8951308,2067296.7045841,1.70141e+38
6464469.8951308,2067296.7045841,1.70141e+38
6465469.8951308,2067296.7045841,1.70141e+38
6466469.8951308,2067296.7045841,1.70141e+38
6467469.8951308,2067296.7045841,1.70141e+38
6468469.8951308,2067296.7045841,1.70141e+38
6469469.8951308,2067296.7045841,1.70141e+38
6470469.8951308,2067296.7045841,1.70141e+38
6471469.8951308,2067296.7045841,1.70141e+38
6472469.8951308,2067296.7045841,1.70141e+38
6473469.8951308,2067296.7045841,1.70141e+38
6474469.8951308,2067296.7045841,1.70141e+38
6475469.8951308,2067296.7045841,1.70141e+38
6476469.8951308,2067296.7045841,1.70141e+38
6477469.8951308,2067296.7045841,1.70141e+38
6478469.8951308,2067296.7045841,1.70141e+38
6479469.8951308,2067296.7045841,1.70141e+38
6480469.8951308,2067296.7045841,1.70141e+38
6481469.8951308,2067296.7045841,1.70141e+38
6482469.8951308,2067296.7045841,1.70141e+38
6483469.8951308,2067296.7045841,1.70141e+38
6484469.8951308,2067296.7045841,1.70141e+38
6485469.8951308,2067296.7045841,1.70141e+38
6486469.8951308,2067296.7045841,1.70141e+38
6487469.8951308,2067296.7045841,1.70141e+38
6488469.8951308,2067296.7045841,1.70141e+38
6489469.8951308,2067296.7045841,1.70141e+38
6490469.8951308,2067296.7045841,1.70141e+38
6491469.8951308,2067296.7045841,1.70141e+38
6492469.8951308,2067296.7045841,1.70141e+38
6493469.8951308,2067296.7045841,1.70141e+38
6494469.8951308,2067296.7045841,1.70141e+38
6495469.8951308,2067296.7045841,1.70141e+38
6496469.8951308,2067296.7045841,1.70141e+38
6497469.8951308,2067296.7045841,1.70141e+38
6498469.8951308,2067296.7045841,1.70141e+38
6499469.8951308,2067296.7045841,1.70141e+38
6500469.8951308,2067296.7045841,1.70141e+38
6501469.8951308,2067296.7045841,1.70141e+38
6502469.8951308,2067296.7045841,1.70141e+38
6503469.8951308,2067296.7045841,1.70141e+38
6504469.8951308,2067296.7045841,333.31057739258
6505469.8951308,2067296.7045841,346.39245605469
6506469.8951308,2067296.7045841,361.23452758789
6507469.8951308,2067296.7045841,377.37377929688
6508469.8951308,2067296.7045841,390.4582824707
6509469.8951308,2067296.7045841,410.17208862305
6510469.8951308,2067296.7045841,1.70141e+38
6511469.8951308,2067296.7045841,1.70141e+38
6512469.8951308,2067296.7045841,1.70141e+38
6513469.8951308,2067296.7045841,1.70141e+38
6514469.8951308,2067296.7045841,1.70141e+38
6515469.8951308,2067296.7045841,1.70141e+38
6516469.8951308,2067296.7045841,1.70141e+38
6517469.8951308,2067296.7045841,1.70141e+38
6518469.8951308,2067296.7045841,1.70141e+38
6519469.8951308,2067296.7045841,1.70141e+38
6520469.8951308,2067296.7045841,1.70141e+38
6521469.8951308,2067296.7045841,1.70141e+38
6522469.8951308,2067296.7045841,1.70141e+38
6523469.8951308,2067296.7045841,1.70141e+38
6524469.8951308,2067296.7045841,1.70141e+38
6525469.8951308,2067296.7045841,1.70141e+38
6526469.8951308,2067296.7045841,1.70141e+38
6527469.8951308,2067296.7045841,1.70141e+38
6528469.8951308,2067296.7045841,1.70141e+38
6529469.8951308,2067296.7045841,1.70141e+38
6530469.8951308,2067296.7045841,1.70141e+38
6531469.8951308,2067296.7045841,1.70141e+38
6532469.8951308,2067296.7045841,1.70141e+38
6533469.8951308,2067296.7045841,1.70141e+38
6534469.8951308,2067296.7045841,1.70141e+38
6535469.8951308,2067296.7045841,1.70141e+38
6536469.8951308,2067296.7045841,1.70141e+38
6537469.8951308,2067296.7045841,1.70141e+38
6538469.8951308,2067296.7045841,1.70141e+38
6539469.8951308,2067296.7045841,1.70141e+38
6540469.8951308,2067296.7045841,1.70141e+38
